Species Name,Common Name
Bougainvillea spectabilis highway red n pink,Bougainvillea Road Side
Bougainvillea spectabilis hong kong red,Bougainvillea Deep Red
"Bougainvillea spectabilis hong kong red variegated, Bougainvillea raspberry",Bougainvillea Red Variegated
Bougainvillea spectabilis mahatma,Bougainvillea Shocking Pink
Bougainvillea spectabilis mahatma,Bougainvillea Mahatma
Bougainvillea spectabilis mary palmer,Bougainvillea White & Pink
Bougainvillea spectabilis shubra,Bougainvillea White
Bougainvillea spectabilis theema,Bougainvillea Yellow Variegated Leaves
Bougainvillea spectablis variegata,Bougainvillea White Variegated
Bougainvillea topiary sandards and bonsai,Bougainvillea Topiary
Bougainvillea topiary sandards and bonsai,Standards And Bonsai
Bougainvillea x buttiana alba,Bougainvillea White Dwarf
Bougainvillea x buttiana begum sikhander,Bougainvillea Pink And White
Bougainvillea x buttiana begum sikhander variegata,Bougainvillea Begum Sikhender Variegated
Bougainvillea x buttiana blondie,Bougainvillea Yellow Orange
Bougainvillea x buttiana blondie arborescens,Bougainvillea Blondie Large Growing
Bougainvillea x buttiana jackie rana,Bougainvillea Pinkish Orange
Bougainvillea x buttiana jackie rana variegata,Bougainvillea Jackie Rana Variegata
Bougainvillea x buttiana lady mary bearing,Bougainvillea Yellow
Bougainvillea x buttiana lady mary bearing,Bougainvillea Golden
Bougainvillea x buttiana tomato,Bougainvillea Tomato Red
Bougainvillea x buttiana variegata dr bhaba,Bougainvillea Orange Fls
Bougainvillea x buttiana variegata dr bhaba,Variegated Leaves
Bougainvillea x buttiana variegata dr rao,Bougainvillea Dr Rao
Bougainvillea x buttiana variegata rosea,Bougainvillea Pink Variegated
Calamus species,Cane Palm
"Campsis grandiflora, Tecoma grandiflora, Campsis chinensis",Trumpet Vine - Large Flowered
Cardiospermum halicacabum,Balloon Vine
Cardiospermum halicacabum,Heartseed
"Chonemorpha macrophylla, C. fragrans",Frangipani Vine White
Cissus discolor,Rex Begonia Vine
Cissus quadrangularis,Veld Grape
Cissus quadrangularis,Veldt Grape
Cissus quadrangularis,Winged Treebine
Cissus tetrastigma voinierianum,Chestnut Plant
Cissus tetrastigma voinierianum,Lizard Vine
"Clematis gouriana, Clematis paniculata",Common Clematis
Clematis species,Clematis
Clerodendrum splendens,Clerodendrum Splendens
Clerodendrum thomsonae varigata,Clerodendrum Thomsonae Varigated
"Clerodendrum thomsonae, C. balfouri",Bleeding Heart Vine
Clerodendrum wallichii,Chandelier Vine
Clerodendrum wallichii,Waterfall Vine
Clerodendrum x speciosum,Glory Bower
Clitoria ternatea,Mussel Shell Climber
Clitoria ternatea,Butterfly Pea
Combreatum comosum,Combreatum Red
Combreatum comosum,Poiveria Comosum
Combreatum decandrum,Combreatum Orange Flowered
Combreatum erythrophyllum,Orange Flower Vine
Combreatum erythrophyllum,Fur Ball Vine
Cryptostegia grandiflora,India Rubber Vine
Crytocereus anthonyans,Anthonys Rick Rack
Dichidia pectenoides,Ant Plant
Dichidia pectenoides,Balloon Climber
Dinochloa scandens,Bamboo - Black Creeping
Dioclea bambusifolia,Bamboo Like Climber
Dioscorea bulbifera,Air Potato
Dioscorea bulbifera,Yam
"Doxantha unguis-cati, Macfadyena unguis-cati, Bignonia unguis-cati",Cats Claw
Echites caryophyllata,Echites
Echites caryophyllata,Madhu Malathi
Echites caryophyllata var macrophylla,Echites
Echites caryophyllata var macrophylla,Malathi
Epipremnum aureum goldii,Money Plant Golden
Epipremnum aureum hicolor,Money Plant Variegated
Epipremnum aureum marble prince,Money Plant Marble Prince
Epipremnum aureum marble prince,Money Plant Enjoy
Epipremnum aureum marble prince,Moneyplant N'joy
"Epipremnum aureum marble queen, Scindapsus aureus marble queen",Marble Queen Money Plant
"Epipremnum aureum, Scindapsus aureus",Money Plant
Epipremnum pinnatum,Epipremnum Pinnatum
Ficus pumila,Ficus Repens
Ficus pumila,Creeping Fig
Ficus pumila marginata,Ficus Creeping Variegated Margins
Ficus radicans,Rooting Fig
Ficus radicans variegata,Climbing Fig
Ficus radicans variegata,Variegated Rooting Fig
"Freycinetia cumingiana, Freycinetia multiflora",Climbing Pandanus
Gloriosa superba,Glory Lily
Gloriosa superba,Climbing Lily
Gloriosa superba,Crisped Glory Lily
Hedera helix,English Ivy
Hedera helix,Ivy
Hedera helix variegata,Ivy Variegated
Hiptage madablota,Hiptage
Holmskioldia sanguinea,Cup And Saucer
Holmskioldia sanguinea,Parasol Flower
Holmskioldia sanguinea,Rustyshield
Holmskioldia sanguinea,Chinese Hat Plant
Holmskioldia sanguinea lutea,Yellow Cup And Saucer
Holmskioldia sanguinea lutea,Parasol Flower
Holmskioldia sanguinea lutea,Rustysheeld
Holmskioldia sanguinea lutea,Chinese Hat Plant
Hoya kerrii variegata,Heart Leaf Hoya
Hoya species,Hoya
Ipomoea aquatica,Water Ipomea
Ipomoea aquatica,Water Morning Glory
Ipomoea aquatica,Swamp Cabbage
Ipomoea aquatica,Aquatic Morning Glory
Ipomoea aquatica,Chinese Water Spinach
"Ipomoea arborescens, Convolvulus arborescens",Casahuate Tree
"Ipomoea arborescens, Convolvulus arborescens",Palo Blanco
"Ipomoea arborescens, Convolvulus arborescens",White Morning Glory Tree
"Ipomoea arborescens, Convolvulus arborescens",Tree Morning Glory
Ipomoea batatas black ace,Ipomoea Black Ace
Ipomoea batatas purpurea,Ipomoea Purpurea
Ipomoea beravieusis,Ipomoea Candy King
"Ipomoea hederifolia, Ipomoea coccinea var. hederifolia",Quamoclit Coccinea
"Ipomoea hederifolia, Ipomoea coccinea var. hederifolia",Scarlet Morning Glory
Ipomoea horsfalliae,Crimson Ipomea
"Ipomoea lobata, I.versicolor",Spanish Flag
Ipomoea palmata,Railway Creeper
Ipomoea palmata alba,Ipomea Alba
Ipomoea palmata alba,White Railway Creeper
"Ipomoea pinnata, Quamoclit pinnata",Star Ipomoea
"Ipomoea pinnata, Quamoclit pinnata",Cypress Vine
Ipomoea purpurea,Common Morning Glory
Ipomoea purpurea,Tall Morning Glory
Ipomoea purpurea,Purple Morning Glory
Ipomoea purpurea,Garden Morning Glory
Ipomoea purpurea variegata,Purple Morning Glory Variegated
Ipomoea tricolor,Ipomoea Pink Prince
Ipomoea tricolor,Rubro Coerulea
"Ipomoea tuberosa, Merremia tuberosa",Ipomoea Tuberosa
"Ipomoea tuberosa, Merremia tuberosa",Wood Rose
"Ipomoea tuberosa, Merremia tuberosa",Ceylon Morning Glory
"Ipomoea tuberosa, Merremia tuberosa",Merremia Tuberosa
Jacquemontia violacea,Jacquemontia
"Jasminum auriculatum, Jasminum molle",Jasmine
"Jasminum auriculatum, Jasminum molle",Jui
Jasminum flexile,Sayali
"Jasminum humile, J. wallichianum, J. revolutum, J. pubigerum",Yellow Jasmine
"Jasminum humile, J. wallichianum, J. revolutum, J. pubigerum",Italian Jasmine
Jasminum nitidum,Angel Wing Jasmine
Jasminum nitidum,Royal Jasmine
Jasminum nitidum,Shining Jasmine
Jasminum nitidum,Star Jasmine
Jasminum nitidum,Windmill Jasmin
Jasminum officinalis,White Jasmine
Jasminum officinalis,Chameli
Jasminum officinalis,Jai
Jasminum officinalis,Common Jasmine
Jasminum officinalis,True Jasmine
Jasminum officinalis,Poet's Jasmine
Jasminum polyanthum,Italian Jasmine
Jasminum polyanthum,Pink Jasmine
Jasminum polyanthum,Winter Jasmine
Jasminum polyanthum,Chinese Jasmine
Lagenaria sceraria standi,Bottle Gourd
Lonicera japonica,Japanese Honeysuckle
Lonicera sempervirens,Trumpet Honeysuckle
Lonicera sempervirens,Red Honey Suckle
Luffa acutangula,Ridge Gourd
Luffa acutangula,Ridged Luffa
Luffa acutangula,Vegetable Sponge
Luffa acutangula,Angled Luffa
Luffa acutangula,Angled Loofah
Lygodium japonicum,Climbing Fern
Mandevilla boliviensis,Dipladenia White
Mandevilla boliviensis,Mandevilla White
Mandevilla sanderi,Rose Dipladenia
Mandevilla sanderi,Splendens Hybrid
Mandevilla sanderi flore pleno,Mandevilla Pink Double
Momordica charantia,Bitter Gourd Green / White
Monstera deliciosa,Swiss Cheese Plant
Monstera deliciosa,Big Monstera
Monstera deliciosa,Windowleaf
Monstera deliciosa,Ceriman
Monstera deliciosa,Split-leaf Philodendron
Monstera deliciosa,Monstera
Monstera deliciosa borsigiana,Medium Leaf Swiss Cheese Plant
Monstera deliciosa minima,Mini Swiss Cheese Plant
Monstera deliciosa variegata,Variegated Monstera
Monstera obliqua,Monstera Window Leaf
"Moullave spicata, Wagatea spicata, Caesalpinia spicata",Candy Corn Plant
Mucuna bennetti,Jade Vine Red
Mucuna bennetti,New Guinea Creeper
Mucuna birdwoodiana,Birdwood Mucuna
Odontadenia grandiflora,Frangipani Vine Yellow
Passiflora amethyst,Passion Flower
Passiflora caerulea,Passion Flower Purple
Passiflora caerulea,Blue Passion Flower
Passiflora caerulea,Hardy Passionflower
Passiflora caerulea hybrida,Passion Flower Purple Hybrid
Passiflora caerulea hybrida,Blue Passion Flower Hybrid
Passiflora caerulea hybrida,Hardy Passionflower Hybrid
"Passiflora coccinea, P. fulgens, P. toxicaria, P. velutina",Passion Flower Red
"Passiflora edulis, P. middletoniona, P. pallidiflora, P. pomifera",Passion Fruit
"Passiflora edulis, P. middletoniona, P. pallidiflora, P. pomifera",White Granadilla
Passiflora hybrida,Passiflora Hybrid
"Passiflora quadrangularis, P. macracarpa, P. telragana",Passion Flower Large Flowered
"Passiflora quadrangularis, P. macracarpa, P. telragana",Giant Granadilla
Passiflora species,Passion Flower Various Types
"Passiflora vitifolia, P. tacsonia, P. punicea, P. sanguinea",Scarlet Passion Flower
"Pereskia corrugata, Rhodocactus corrugatus",Common Pereskia
"Petraeovitex bambusetorum, P.bambusitrum, P. wolfei",Nong Nooch Vine
"Petraeovitex bambusetorum, P.bambusitrum, P. wolfei",Chandelier Vine
Petrea volubilis,Petrea Volubilis
Petrea volubilis,Purple Wreath
Petrea volubilis,Sandpaper Climber
Petrea volubilis albiflora,Petrea White
Petrea volubilis albiflora,White Sandpaper Climber
Petrea volubilis albiflora,Patria
Philodendron bipinnatifidum,Cut-leaf Philodendron
Philodendron bipinnatifidum,Tree Philodendron
Philodendron hastatum,Spade Leaf Philodendron
Philodendron painted lady,Philodendron Painted Lady
Philodendron scandens aureum,Philodendron Golden Trailing
"Philodendron scandens micans, P andreanum",Black Gold
"Philodendron scandens micans, P andreanum",Velour Philodendron
Philodendron scandens oxycardium,Philodendron Green Trailing
Philodendron scandens oxycardium,Heart-leaf Philodendron
Philodendron scandens oxycardium,Cordatum
Philodendron scandens oxycardium variegatum,Philodendron Green Trailing New
Philodendron scandens oxycardium variegatum,Heart-leaf Philodendron New
Philodendron scandens oxycardium variegatum,Cordatum New
Philodendron species emerald duke,Philodendron Green Leaved
Philodendron species red duchess,Philodendron Red Leaved
Philodendron species tropical sunrise,Bronze Leaved Philodendron
Philodendron wendlandii,Philodendron Wendlandii
Philodendron wendlandii,Birdnest Philodendron
Piper betle,Maghai Paan
Piper betle,Betel Leaf
Piper betle,Tambuli
Piper betle aureum,Golden Piper Betle
Piper crocatum,Ornamental Pepper
Piper nigrum,Pepper Climber
Piper nigrum,Gol Mirch
Piper nigrum,Mirch
Piper nigrum,Black Pepper
"Pyrostegia venusta, Bignonia ignea, Bignonia venusta, Pyrostegia ignea",Flaming Trumpet
"Pyrostegia venusta, Bignonia ignea, Bignonia venusta, Pyrostegia ignea",Golden Shower
"Pyrostegia venusta, Bignonia ignea, Bignonia venusta, Pyrostegia ignea",Flame Vine
"Pyrostegia venusta, Bignonia ignea, Bignonia venusta, Pyrostegia ignea",Orange Bignonia
"Pyrostegia venusta, Bignonia ignea, Bignonia venusta, Pyrostegia ignea",Orange Shower
Quisqualis indica,Rangoon Creeper
Quisqualis indica,Burma Creeper
Quisqualis indica plena,Quisqualis Double
Quisqualis indica plena,Double Rangoon Creeper
Quisqualis indica prostata,Quisqualis Low Growing
Quisqualis indica prostata,Rangoon Creeper Ground Cover
Quisqualis indica robusta,Quisqualis Indica Robusta
"Rhaphidophora celatocaulis, Pothos celatocaulis",Bali Cimber
"Rhaphidophora celatocaulis, Pothos celatocaulis",Wall Hugger Vine
"Rhaphidophora celatocaulis, Pothos celatocaulis",Shingles Vine
"Rhipsalis ramulosa var. angustissima, Pseudorhipsalis ramulosa",Red Rhipsalis
Rinchospermum jasminoides,Star Jasmine
Rinchospermum jasminoides,Confederate Jasmine
Senecio confusus,Senecio Orange
Senecio confusus,Mexican Flame Vine
Solandra nitida,Cup Of Gold
Solandra nitida,Chalice Vine
Solandra nitida variegated,Variegated Solandra
Solanum seaforthianum,Star Potato Vine
Solanum wendlandii,Paradise Flower
Solanum wendlandii,Giant Potato Creeper
Solanum wendlandii,Paradise Flower
Solanum wendlandii,Divorce Vine
Solanum wendlandii,Costa Rica Nightshade
Stephanotis floribunda,Madagascar Jasmine
Stephanotis floribunda,Wax Flower
Stephanotis floribunda varigata,Stephanotis Variegata
Stigmaphyllon periplocifolium,Stigmophyllum
"Strongylodon macrobotrys, S. philippines",Philippines Jade Vine
"Strongylodon macrobotrys, S. philippines",Jade Vine
"Strophanthus gratus, Roupellia grata",Climbing Oleander
"Strophanthus gratus, Roupellia grata",Cream Fruit
Syngonium podophyllum 'emerald gem variegated',Syngonium Variegated
Syngonium podophyllum albolineatum,Syngonium Ordinary
Syngonium podophyllum bronze,Syngonium New Dark Brown Leaves
Syngonium podophyllum infra red,Syngonium Podophyllum Infra Red
Syngonium podophyllum lemon n lime,Syngonium Lemon N Lime
Syngonium podophyllum white butterfly,Syngonium White Butterfly
Tecoma capensis aurea,Tecoma Radicans Yellow
Tecoma capensis golden,Tecoma Capensis Golden
"Tecoma capensis, Tecomaria radicans, Tecoma radicans",Orange Trumpet Climbers
Tecoma jasminoides variegata,Pandorea Variegata
"Tecoma jasminoides, Bignonia jasminoides, Pandorea jasminoides.",Bower Plant
"Tecoma jasminoides, Bignonia jasminoides, Pandorea jasminoides.",Bower Of Beauty
Tecoma rosea,Tecoma Climber Pink
Tecoma rosea,Rosy Trumpet Tree
Tetrastigma voinierianum,Chestnut Vine
Tetrastigma voinierianum,Cissus Vine
Thunbergia alata,Black Eyed Susan Vine.
Thunbergia fragrans,Sweet Clock-vine
Thunbergia fragrans,White Lady
Thunbergia fragrans,Thunbergia Mini
Thunbergia fragrans,Thunbergia Small White
Thunbergia grandiflora,Large Thunbergia
Thunbergia grandiflora,Bengal Clock Vine
Thunbergia grandiflora,Bengal Trumpet Vine
Thunbergia grandiflora,Blue Sky Flower
Thunbergia grandiflora,Blue Sky Vine
Thunbergia grandiflora alba variegata,Variegated White Thunbergia
"Thunbergia grandiflora alba, Thunbergia alba",Thunbergia White
Thunbergia laurifolia,Thunbergia Blue
Thunbergia mysorensis,Thunbergia Orange
Thunbergia mysorensis,Chandelier Vine
Thunbergia mysorensis,Mysore Clock Vine
Thunbergia mysorensis,Dolls Shoes
Thunbergia mysorensis,Brick And Butter Vine
Thunbergio laurifolia variegata,Variegated Thunbergia
Tinospora cordifolia,Gul Vel
Tinospora cordifolia,Giloe
Tinospora cordifolia,Gulancha
Tinospora cordifolia,Heart Leaved Moonseed
Tinospora cordifolia,Tinospora
Urichites lutea,Urechites Yellow
Urichites lutea,Yellow Buttercup Climber
Urichites lutea,Yellow Mandevilla
Urichites lutea variegata,Urechites Variegated
Urichites lutea variegata,Yellow Buttercup Climber
Urichites lutea variegata,Yellow Mandevilla
"Vallaris heynei, V. dichotoma",Vallaris
Vanilla fragrans,Vanilla
Vernonia elaegnifolia,Curtain Creeper
Vernonia elaegnifolia,Vernonia Creeper
Vinca minor,Periwinkle
Vinca minor,Lesser Periwinkle
Vinca minor variegata,Periwinkle Variegated
Vinca minor variegata,Lesser Periwinkle Variegated
Vitis vinifera flame seedless,Grape Flame Seedless
Vitis vinifera thompson seedless,Grape Thompson Seedless
Wisteria chinensis,Wisteria
Adiantum capillus-veneris,Common Maidenhair Fern
Adiantum caudatum,Trailing Maidenhair
Adiantum caudatum,Walking Maidenhair Fern
Adiantum hispidulum,Brown Maiden Hair Fern
Adiantum hispidulum,Rough Maidenhair
"Adiantum raddianum, A. cuneatum",Delta Maidenhair Fern
Adiantum species,Maiden Hari Fern
Adiantum species compacta,Compact Maiden Hair Fern
Adiantum tenerum 'hanging pride',Dwarf Maiden Hair Fern
Adiantum tenerum new,Fine Cut Adiantum
Adiantum tenerum new,Divided Maiden Hair
Adiantum tenerum wrightii,Common Maiden Hair Fern
Adiantum tenerum wrightii,Fan Maiden Hair Fern
Adiantum trapeziforme satin dwarf,Maiden Hair Fern
Adiantum trapeziforme satin dwarf,Compact Form
Adiantum trapeziforme satin dwarf,Satin Fern
"Adiantum trapeziforme, A. capillus-veneris",Giant Maiden Hair Fern
"Adiantum trapeziforme, A. capillus-veneris",Maidenhair Fern
Alsophila australis,Australian Tree Fern
Asplenium antiguum 'osaka',Wavy Margin Bird Nest Fern
Asplenium nidus,Fern Birds Nest
Asplenium nidus fimbriatum,Fimbriated Birds Nest
Blechnum gibbum,Blechnum
Blechnum gibbum,Pygmy Tree Fern
Ceratopteris thalictroides,Water Fern
Ceratopteris thalictroides,Aquatic Fern
Cheilanthus parinosa,Common Silver Fern
Crytomium fulcatum,Japanese Holly Fern
Cyathea species,Tree Fern
Davallia griffithiana,Large Rabbit Foot Fern
Davallia species,Dwarf Davallia
Davallia species,Davallia Mini
Davallia trichomanoides,Small Rabbit Foot Fern
Lygodium japonicum,Climbing Fern
Macrosojium pantatum c v. cristatum,Macrosojium Fern
Nephrolepis acuminata,Sword Fern
"Nephrolepis acuminata crestata, N. acuminata petticoat",Crested Sword Fern
"Nephrolepis acuminata crestata, N. acuminata petticoat",Petticoat Fern
Nephrolepis biserrata,Fish Tail Fern
Nephrolepis biserrata aurea,Golden Fish Tail Fern
Nephrolepis biserrata compacta,Compact Fish Tail Fern
"Nephrolepis biserrata nerifolia, N. biserrata 'furcans mini'",Narrow Fern Fish Tail
Nephrolepis cordifolia,Fern Small Leaf
Nephrolepis cordifolia,Button Fern
Nephrolepis dentata aurea,Dentate Fern
Nephrolepis exaltata aurea,Golden Fern
Nephrolepis exaltata aurea new,Golden Fern New
Nephrolepis exaltata aurea variegata,Variegated Golden Fern
Nephrolepis exaltata bosteniensis,Boston Fern
Nephrolepis exaltata bosteniensis compacta,Compact Boston Fern
Nephrolepis exaltata dallasii,Dallas Fern
Nephrolepis exaltata smithii,Cut Fern
Nephrolepis exaltata tripinnata,Nephrolepis Species
Nephrolepis exaltata undulata,Nephrolepis Undulata
Nephrolepis exaltata undulifolia,Wavy Margin Fern
Nephrolepis exaltata whitmanii,Common Lace Fern
Nephrolepis exaltata whitmanii,Large Lace Fern
Nephrolepis exaltata whitmanii compacta,Compact Lace Fern
Phyllitis scolopendrium,Harts Tongue Fern
Phyllitis scolopendrium,Wavy Margin Birds Nest Fern
Pityrogramma chrysophylla,Gold Fern
Pityrogramma chrysophylla,Gold Dust Fern
Pityrogramma chrysophylla,Golden Fern
Polypodium species 2,Polypodium Species
"Polypodium species, Doryopteris species",Fern Thick Leaf With Rhizome
"Polypodium species, Doryopteris species",Polypodium Aureum
Polystichum species holly fern,Polystichum Holly Fern
Pteris cretica,Pteris Albo Lineata
Pteris cretica crestata,Pteris Cretica Crestata
Pteris ensiformis victoriae,Fern Pteris Victoria
Pteris ensiformis victoriae,Victoria Fern
Pteris vittata,Brake Fern
Pteris vittata,Wild Pteris Fern
Pyrrosia longifolia var. crestata,Pyrrosia Longifolia Var. Crestata
Salvinia auriculata,Floating Fern
Salvinia auriculata,Butterfly Fern
Selaginella species,Resurrection Plant
Selaginella species,Rose Of Jericho
Abutilon pictum gold dust,Abitulon
Abutilon pictum gold dust,Jasvandh
Abutilon x hybridum,Abutilon Hybrids
Abutilon x hybridum,Flowering Maple
Acalypha hispaniolae,Acalypha Cat Tails Creeping
Acalypha hispida alba,Acalypha Cat Tail White
Acalypha hispida alba,White Chenille Plant
Acalypha hispida rubra,Acalypha Hispida Red Leaves
"Acalypha hispida, A.indica",Acalypha Cat Tail
